,Unnamed: 0,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop,score
460,460,/CUSVUEVI-Lanyards-Adjustable-Necklace-Comfortable/dp/B08LGPJR5M/ref=sr_1_331?dchild=1&keywords=face+mask&qid=1618899166&s=hpc&sr=1-331,"CUSVUEVI Face Mask Lanyards, Mask Holder Adjustable Mask Lanyard with Clips Face Necklace Holder Strap for Women Men Comfortable Around the Neck Facemask Rest & Ear Saver",,4.4 out of 5 stars,925 ratings,In Stock.," 7Pcs Black Lanyards;The length of a mask lanyard is 25.5 inches (65cm), the folded length is 12.25 inches (32.5cm),and the weight is 0.18 oz (5.3g),suitable for everyone. 【Function Of Lanyard】The lanyard can prevent items from slipping and losing, It is adjustable, suitable for any size of neck. 【Rest Your Ears And Easy To Breathe】This lanyard is with a slide button buckle, tighten items on the neck or the back of the head, and free the ears. 【Design&Material】Multicolored colors-stylish design, light weight,environmentally friendly terylene flexible material, easy to clean unlimited reuse non-allergic, fits perfectly to your head and neck. Buy With Confidence - Customer satisfaction is our first priority. If there are any problems with the purchase, please feel free to contact us, we will help to fix the problem.We will try our best service for you and money back guarantee.",universal,various,,,unisex,,,0
474,474,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg14_1?ie=UTF8&adId=A0950100S2LSADYRJJM1&url=%2FPrivate-Profile-Face-Mask-Reusable%2Fdp%2FB08H9NSZZ5%2Fref%3Dsr_1_345_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899166%26s%3Dhpc%26sr%3D1-345-spons%26psc%3D1&qualifier=1618899166&id=3827253823045312&widgetName=sp_btf,Private Profile Face Mask Designed By Lus Kaos- Limited Edition,,Previous page of related Sponsored Products,,In Stock.,,universal,,,,unisex,,,0
133,133,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg4_1?ie=UTF8&adId=A00513201CYL2HPUKFXOP&url=%2FKN95-Vibeey-Individually-Efficiency%25E2%2589%25A595-Included%2Fdp%2FB08MTRHP18%2Fref%3Dsr_1_103_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898461%26s%3Dhpc%26sr%3D1-103-spons%26psc%3D1&qualifier=1618898461&id=7995795376940918&widgetName=sp_btf,"KN95 Face Mask 60 Pcs, Vibeey Individually Wrapped Cup Mask, 5-Ply Layer Filter Efficiency≥95%, Included on FDA EUA List (Black)",,4.7 out of 5 stars,"3,316 ratings",In Stock.," 【Safe to Use】: Vibeey KN95 face mask black is completed with FDA standards. Can be used with confidence. Safe material is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 【Provide Multi-effect Protection】: Our mask KN95 is made of high breathability 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer. The filter efficiency ≥ 95%, greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. 【Better Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness. Equipped with an adjustable soft padded nose bridge and elastic ear hooks to prevent leaving marks on your face after taking it off. 【Easy & Comfortable】: Lightweight and foldable, the 60 piece individually packaged design makes these masks easy to carry and to use. 【Upgraded Warranty】: Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,black,non-woven melt-spray,kn95,unisex,,elastic,0
134,134,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg4_1?ie=UTF8&adId=A08345373F252PW6OUI1T&url=%2FBiwisy-50pcs-3-Ply-Disposable-Breathable%2Fdp%2FB08CXMR7R6%2Fref%3Dsr_1_104_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898461%26s%3Dhpc%26sr%3D1-104-spons%26psc%3D1&qualifier=1618898461&id=7995795376940918&widgetName=sp_btf,Biwisy 50pcs 3-Ply Disposable Face Mask Breathable Black Masks of 50 PCS Black,,4.6 out of 5 stars,"24,001 ratings",In Stock., Package: 50 Pcs black disposable face mask packaged in a box These Masks Should Be Disposed of after Each. 50Pcs Disposable Mask: Includes 50 pcs black disposable masks. How to use the mask: 1. Keep the black-side outside 2.Keep the nose clip on the upper side.,universal,black,,3-ply,unisex,disposable,,0
482,482,/Disposable-Elastic-Earloop-Anti-spittle-Protective/dp/B08RN67XR3/ref=sr_1_345?dchild=1&keywords=face+mask&qid=1618899231&s=hpc&sr=1-345,"Black Disposable 3ply Face Mask Elastic Earloop Mouth Face Cover Masks,Anti-spittle,Protective Dust",,4.2 out of 5 stars,272 ratings,In Stock.," 3-WAY FILTER - This disposable face mask is made from a supportive and powerful 3-layered fabric, with non-woven fabric outer layers and center melt-blown fabric layer. Comfortable - Extra-soft elastic ear loops eliminate pressure to the ears for maximum comfort. Can be used with earloop holders/ mask strap extenders for additional comfort and well-being. Easy to Use - Designed for a softer and smoother feel for breathability all day long.Slip the elastic bands over your ears and press the metal strip around the bridge of your nose to create a light seal around your face. Quantity: 50 pieces/box,Single-Use face masks for adults and children.Suitable for home, office, school, outdoor and other public places. DEPENDABLE QUALITY - Protective mouth cover mask, perfect for indoor, outdoor, home, office, travel, shopping, schools, and personal use to protect against dust, pet dander, pollen, smog, and other air pollutants",childrens,various,non-woven melt-spray,,unisex,disposable,elastic,0
480,480,/Disposable-Individually-Wrapped-School-Outdoors/dp/B08VJK5Q8N/ref=sr_1_343?dchild=1&keywords=face+mask&qid=1618899231&s=hpc&sr=1-343,"Disposable Face Masks 3-Ply Individually Wrapped for Home, School, Office and Outdoors",,4.6 out of 5 stars,39 ratings,In Stock.," Advantages of Individually Wrapped: Each mask is individually sealed and vacuum packaged, which is convenient to carry and store, safe and hygienic. Perfect designs - nose clip and ear loop: The strong and elastic ear straps can reduce the pressure and discomfort on the face and ears, and greatly improve the comfort of wearing disposable masks.The bendable nose clip makes the face mask fit the face more perfectly, which solves the worries of glasses wearers. 3 PLY PROTECTIVE - Breathable and Comfortable: High-quality non-woven material, soft and skin-friendly, multiple protection, excellent protection and breathability. Recommended for Daily Life: The Disposable Individually Wrapped Face Masks has the characteristics of high quality, comfort and protection, and is widely used in indoor offices, homes, kitchens, schools and outdoor public places. Trusted brand guarantee: You can choose the corresponding face mask color according to your preferences. High-end inner and outer packaging, and good cost performance, making it one of the most popular daily supplies.",universal,red,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
479,479,/Comix-Disposable-Face-Masks-Girls-Face-Colors-Pink/dp/B08QCFX5FV/ref=sr_1_342?dchild=1&keywords=face+mask&qid=1618899231&s=hpc&sr=1-342,"Comix Disposable Face-Masks for Women/Teenagers Teen Girls-Face Mask with Assorted 6 Colors-Pink, Aqua, Green, Yellow, Purple and Royal Blue, Pack of 60",,3.8 out of 5 stars,114 ratings,In Stock.," non Woven 3 Layers: Non-Woven Fabric Masks with 3 Layers Protection, it is lightweight and breathable. Perfect to use for Women, Teenagers/Teen Girls 3D Sealed Design: Full Sealed for each Masks and 10pcs with Individual Wrapped, Pack of 60pcs 6 Colors: Pink, Aqua, Green, Yellow, Purple and Royal Blue, it shows the fashion but also perfect to protect ourselves as well. This colorful face masks are specially designed for Women, Teenagers, Girls or Smaller Faces. The mask is not intended for medical use, and not proven to reduce the transmission of disease Easy to Use: Just Tear off the sealed masks from the earband and totally open while you start to use, perfect for you to go to school, outdoor activities, indoor party, shopping and other activities.",childrens,various,non-woven melt-spray,3 layer,womens,disposable,,0
478,478,/Collagen-17-Sheets-Classic-Skincare-Moisturize/dp/B08N5CNY3N/ref=sr_1_341?dchild=1&keywords=face+mask&qid=1618899231&s=hpc&sr=1-341,Celavi Collagen Facial Face Mask (17-Sheets) Classic Korean Skincare | Moisturize,,4.8 out of 5 stars,115 ratings,In Stock.," Infused with Powerful Antioxidants – Our collagen face masks help create firmer, healthier, more balanced skin for radiant confidence. Moisturizing Hydration – Infused with natural botanical ingredients like tea tree, cucumber, honey, charcoal, and avocado, it’s gentle on dry, oily, or sensitive skin. Revitalizing Skin Therapy – A deeply-hydrating experience, our face mask sheets infuse your skin with vital moisture while helping improve overall tone and firmness. Premier Face Mask Quality – Celavi Korean sheet masks offer safe, natural support, include 17 total face mask packs, and come backed by a satisfaction guarantee you can trust. MADE IN KOREA, NATURAL INGREDIENTS, CRUELTY-FREE, made in factories that handle medical grade products.",universal,red,,,unisex,,,0
477,477,/Disposable-Face-Mask-Pack-Masks/dp/B08GL23XFQ/ref=sr_1_340?dchild=1&keywords=face+mask&qid=1618899231&s=hpc&sr=1-340,"Disposable Face Mask, 50 Pack Disposable Masks - Quality 3 Ply Mouth Mask (50 Pack)",,4.6 out of 5 stars,"1,044 ratings",In Stock.," 100% non-woven fabrics FACE MASK - A layer allows the face masks to be thinner than most other disposable masks. This means less bulk but a better breathing experience while blocking out fine particles in the air such as saliva, dust and, pollen. COMFORTABLE DISPOSABLE FACE MASKS - Extra-soft elastic ear loops eliminate pressure to the ears for maximum comfort. Can be used with earloop holders/ mask strap extenders for additional comfort and well-being. EASY TO USE FACEMASK - Lightweight facial masks. Slip the elastic bands over your ears and press the metal strip around the bridge of your nose to create a light seal around your face. One size fits most. HIGH-QUALITY MASCARILLAS- filtering face masks ensure a physical barrier to protection. With the new 3-ply design, It can help block pollution so you can breathe easily and safely in any environment. tapabocas QUANTITY DISPOSABLE MASKS: 50 pieces/box, 1 Box completely meet your family /staff /friends' demands. Single-Use face masks for adults and children. Suitable for home, office, school, outdoor and other public places.",childrens,,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
476,476,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg15_1?ie=UTF8&adId=A10015852K023VDK3XUJR&url=%2Fsckang-Disposable-3-Ply-Masks-Black%2Fdp%2FB08J4BJBT4%2Fref%3Dsr_1_339_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899231%26s%3Dhpc%26sr%3D1-339-spons%26psc%3D1&qualifier=1618899231&id=1431849588770025&widgetName=sp_atf_next,sckang Face Mask Disposable 3-Ply Face Masks of 50 Pcs Black,,4.7 out of 5 stars,"1,039 ratings",In Stock.," 3 Layers of Material - The mask is made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable Comfortable - Extra-soft elastic ear loops eliminate pressure to the ears for maximum comfort. Can be used with earloop holders/ mask strap extenders for additional comfort and well-being. These Masks Should Be Disposed of after Each Use Keep the Blue-side Outside and the Nose Clip on the Upper Side Quantity: 50 pieces/box, completely meet your family /staff /friends' demands. Single-Use face masks for adults and children. Suitable for home, office, school, outdoor and other public places.",childrens,various,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
473,473,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg14_1?ie=UTF8&adId=A08345373F252PW6OUI1T&url=%2FBiwisy-50pcs-3-Ply-Disposable-Breathable%2Fdp%2FB08CXMR7R6%2Fref%3Dsr_1_344_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899166%26s%3Dhpc%26sr%3D1-344-spons%26psc%3D1&qualifier=1618899166&id=3827253823045312&widgetName=sp_btf,Biwisy 50pcs 3-Ply Disposable Face Mask Breathable Black Masks of 50 PCS Black,,4.6 out of 5 stars,"24,003 ratings",In Stock., Package: 50 Pcs black disposable face mask packaged in a box These Masks Should Be Disposed of after Each. 50Pcs Disposable Mask: Includes 50 pcs black disposable masks. How to use the mask: 1. Keep the black-side outside 2.Keep the nose clip on the upper side.,universal,black,,3-ply,unisex,disposable,,0
461,461,/Made-USA-Disposable-Breathable-Comfortable/dp/B08J2K5NR3/ref=sr_1_332?dchild=1&keywords=face+mask&qid=1618899166&s=hpc&sr=1-332,Made in USA - CHTUS Disposable Face Masks - 50 PCS - 3-Ply Breathable & Comfortable Safety Mask (Black),,4.3 out of 5 stars,489 ratings,In Stock., Made in the USA 【MADE IN USA】50 Pcs made in USA premium quality face masks 【3 - PLY】Three layers of protection. Premium filter protects nose and mouth against fluids 【COMFORT】Universal fitted elastic ear loops for comfortable wear. State of the art design allows for breathability all day long 【LATEX FREE】,"universal, ",black,,3-ply,unisex,disposable,elastic,0
472,472,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg14_1?ie=UTF8&adId=A00513201CYL2HPUKFXOP&url=%2FKN95-Vibeey-Individually-Efficiency%25E2%2589%25A595-Included%2Fdp%2FB08MTRHP18%2Fref%3Dsr_1_343_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899166%26s%3Dhpc%26sr%3D1-343-spons%26psc%3D1&qualifier=1618899166&id=3827253823045312&widgetName=sp_btf,"KN95 Face Mask 60 Pcs, Vibeey Individually Wrapped Cup Mask, 5-Ply Layer Filter Efficiency≥95%, Included on FDA EUA List (Black)",,4.7 out of 5 stars,"3,316 ratings",In Stock.," 【Safe to Use】: Vibeey KN95 face mask black is completed with FDA standards. Can be used with confidence. Safe material is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 【Provide Multi-effect Protection】: Our mask KN95 is made of high breathability 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer. The filter efficiency ≥ 95%, greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. 【Better Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness. Equipped with an adjustable soft padded nose bridge and elastic ear hooks to prevent leaving marks on your face after taking it off. 【Easy & Comfortable】: Lightweight and foldable, the 60 piece individually packaged design makes these masks easy to carry and to use. 【Upgraded Warranty】: Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,black,non-woven melt-spray,kn95,unisex,,elastic,0
470,470,/FGCCJP-Disposable-Professional-Respirator-Protection/dp/B08NX789VB/ref=sr_1_341?dchild=1&keywords=face+mask&qid=1618899166&s=hpc&sr=1-341,FGCCJP 30pcs KN95 Face Mask Disposable Professional 5 Layer Respirator Face Protection Masks Filtration>95% (White),,4.9 out of 5 stars,67 ratings,In Stock.," 【Certification Approved KN95 】: FGCCJP KN95 mask has been approved by the related institution , is Included in Emergency Use Authorization List . Contains 30pcs packaged KN95 masks, which can be used with confidence. 【Soft & Comfortable】Disposable particle filtering half mask, multi-layer disposable masks using standard safety materials can provide multi-effect protection. 【High Filtration>95%】 High breathability so that you can still breathe even when wearing a mask.The softness of the surface material gives you a first class experience. 【Humanized Design】The 3D design that fits the shape of the human face, Wearing a soft and comfortable mask, adjustable padded nosepiece provides a comfortable fit that provides convenience for your activities. 【Wide Application】Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,,,kn95,unisex,disposable,,0
469,469,/Mask-3Pcs-Fashion-Protection-Washable-Adjustable/dp/B08LZ8BC5C/ref=sr_1_340?dchild=1&keywords=face+mask&qid=1618899166&s=hpc&sr=1-340,"Cotton Face Mask-3Pcs, Adult Fashion Face Protection Washable and Adjustable for Man & Women with Filters",,4.8 out of 5 stars,270 ratings,In Stock.," Strong filter protection: Mouth mask designed for personal safety protection. Its filter can help reduce the pollution caused by the air you breathe. Protect us from dust, ashes, pollen, car exhaust, passive smoking and other air pollutants. Comfortable design:Comfy elastic loop eliminate pressure to the ears and inner layer is made of soft facial tissue, gentle to the skin. let you wear these masks for long periods of time without irritation. Reuseable & Washable: The breathing mask is made of cotton, can be washed by hand, reused, suitable for daily wear, and ideal for staying at home in case of emergency. Fits most: This new type of cotton mask is made of high-quality polyester, with super elasticity and the width of the mask covering the nose, mouth and face, which is suitable for the face of most people. The perfect combination of ergonomics. Service warranty: Please be free to contact us if you have any questions. Customer satisfaction is our responsibility, and we will do our best to solve your problems to ensure you get the best shopping experience.","adult, ",red,mixed material,,womens,,elastic,0
468,468,/Face-Mask-Pink-Disposable-25Pcs/dp/B08P73XGQ7/ref=sr_1_339?dchild=1&keywords=face+mask&qid=1618899166&s=hpc&sr=1-339,Face Mask Pink Disposable 25Pcs,,4.6 out of 5 stars,58 ratings,In Stock.," Package - 25 pcs Imported 3-ply, with a melt-blown polypropylene filtration layer. This is a general use face mask. One size fits all",universal,pink,mixed material,3-ply,unisex,disposable,,0
466,466,/Masbhc-Disposable-Comfortable-Black-Masks/dp/B08GSHHX61/ref=sr_1_337?dchild=1&keywords=face+mask&qid=1618899166&s=hpc&sr=1-337,Masbhc Disposable Face Mask 3 Ply Comfortable Black Masks 50Pcs,$8.99 ,4.6 out of 5 stars,"3,247 ratings",In Stock., HIGHLY ELASTIC EARRINGS： Reduce pressure on ears APPLICAPABLE: Can be used for most outdoor activities 3 LAYERS : 3 ply high-quality standard non-woven fabric. Please feel free to contact us if you have any questions. Pack of 50 Black masks disposable.,universal,various,non-woven melt-spray,3 ply,unisex,disposable,elastic,0
